TERM DESCRIPTION,TERM,SESSION,SESSION DESCRIPTION,DEPARTMENT,SUBJECT,COURSE,Course+Subject,CLASS/SECTION NBR,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,PERCENT MAJORS,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,WX,I,R,P,S,NY,NR,NC,OTHER,EFFECTIVE DATE
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,340,MUS-J 340,25092,BALLET PEDAGOGY,"Sales,Doricha",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,340,MUS-J 340,18218,BALLET PEDAGOGY,"Sales,Doricha",25,25,4,3.765,100,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,340,MUS-J 340,25541,BALLET PEDAGOGY,"Sales,Doricha",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,400,MUS-J 400,18219,BALLET MAJORS,"Cesbron,Jacques",46,46,4,3.743,100,34,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,400,MUS-J 400,19383,BALLET MAJORS,"Vernon,Michael",51,52,3.908,3.74,96.2,46,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,410,MUS-J 410,18220,CHOREOGRAPHY WORKSHOP,"Vernon,Michael",22,22,4,3.711,100,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,19384,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,19385,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,19386,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,19387,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,19390,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,18221,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,18223,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-J ,700,MUS-J 700,18226,BALLET GRAD ELECTIVE (BEGIN I),"Sales,Doricha",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,100,MUS-K 100,19393,"COMPOSITION, ELECT/SECONDARY","Dzubay,David",10,11,3.7,3.835,90.9,0,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,100,MUS-K 100,18228,"COMPOSITION, ELECT/SECONDARY","Dzubay,David",24,24,4,3.553,79.2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,133,MUS-K 133,19394,NOTATION AND CALLIGRAPHY,"Dzubay,David",12,12,3.692,3.8,100,3,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,214,MUS-K 214,19395,INSTRUMENTATION,"Dzubay,David",11,12,3.909,3.696,100,3,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,215,MUS-K 215,18229,INSTRUMENTATION,"Dzubay,David",12,13,3.842,3.693,91.7,1,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,231,MUS-K 231,19396,FREE COUNTERPOINT 1,"Dzubay,David",7,7,3.714,3.763,100,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,232,MUS-K 232,18230,FREE COUNTERPOINT 2,"Dzubay,David",7,8,3.957,3.643,100,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,361,MUS-K 361,25855,INTRO TO MIDI/COMPUTER MUSIC,"Gibson,John G",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,361,MUS-K 361,25856,INTRO TO MIDI/COMPUTER MUSIC,"Gibson,John G",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,361,MUS-K 361,26911,INTRO TO MIDI/COMPUTER MUSIC,"Gibson,John G",7,7,3.729,3.705,100,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,361,MUS-K 361,21066,INTRO TO MIDI/COMPUTER MUSIC,"Warren,Alicyn",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,361,MUS-K 361,26910,INTRO TO MIDI/COMPUTER MUSIC,"Warren,Alicyn",5,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,22740,COMPOSITION MAJOR,"Baker Jr,W. Claude",8,10,3.913,3.787,100,0,7,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,18232,COMPOSITION MAJOR,"Baker Jr,W. Claude",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,19398,COMPOSITION MAJOR,"Dzubay,David",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,18234,COMPOSITION MAJOR,"Freund,Don",6,7,3.883,3.165,100,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,19400,COMPOSITION MAJOR,"Phan,Phuc Q.",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,18233,COMPOSITION MAJOR,"Phan,Phuc Q.",6,6,4,3.769,83.3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,19397,COMPOSITION MAJOR,"Richards,Gwyn",0,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,18231,COMPOSITION MAJOR,"Richards,Gwyn",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,33193,COMPOSITION MAJOR,"Sandstrom,Sven-David",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,25433,COMPOSITION MAJOR,"Travers,Aaron James",4,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,400,MUS-K 400,18235,COMPOSITION MAJOR,"Travers,Aaron James",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,402,MUS-K 402,18237,SENIOR RECITAL IN COMPOSITION,"Potter,Gary Morton",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,403,MUS-K 403,19402,ELECTRONIC STUDIO RESOURCES I,"Hass,Jeffrey Eli",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,404,MUS-K 404,21503,ELECTRONIC STUDIO RESOURCES II,"Hass,Jeffrey Eli",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,406,MUS-K 406,19403,PROJECTS IN ELECTRONIC MUSIC,"Hass,Jeffrey Eli",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,451,MUS-K 451,19404,ADVANCED ORCHESTRATION 1,"Travers,Aaron James",9,10,3.678,3.793,100,0,4,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,452,MUS-K 452,18239,ADVANCED ORCHESTRATION 2,"Travers,Aaron James",4,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,503,MUS-K 503,19405,ELECTRONIC STUDIO RESOURCES I,"Hass,Jeffrey Eli",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,504,MUS-K 504,21504,ELECTRONIC STUDIO RESOURCES II,"Hass,Jeffrey Eli",7,7,3.957,3.896,100,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,506,MUS-K 506,19406,PROJECTS IN ELECTRONIC MUSIC,"Hass,Jeffrey Eli",9,9,3.967,3.95,100,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,506,MUS-K 506,18240,PROJECTS IN ELECTRONIC MUSIC,"Hass,Jeffrey Eli",7,8,3.857,3.952,100,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,551,MUS-K 551,33093,ADVANCED ORCHESTRATION,"Travers,Aaron James",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,554,MUS-K 554,18241,ADV ORCHESTRAL ARR GRAD STDNTS,"Travers,Aaron James",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,600,MUS-K 600,19408,THESIS IN COMPOSITION,"Isaacson,Eric John",0,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,600,MUS-K 600,18242,THESIS IN COMPOSITION,"Isaacson,Eric John",1,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,700,MUS-K 700,19409,DISSERTATION IN COMPOSITION,"Isaacson,Eric John",0,7,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,700,MUS-K 700,25242,DISSERTATION IN COMPOSITION,"Isaacson,Eric John",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,700,MUS-K 700,18243,DISSERTATION IN COMPOSITION,"Isaacson,Eric John",0,12,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,700,MUS-K 700,23628,DISSERTATION IN COMPOSITION,"Isaacson,Eric John",1,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,701,MUS-K 701,19410,DOCTORAL COMP CHAMBER RECITAL,"Isaacson,Eric John",1,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,701,MUS-K 701,18244,DOCTORAL COMP CHAMBER RECITAL,"Isaacson,Eric John",1,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,702,MUS-K 702,19411,DOCTORAL COMPOSITION DOC 1,"Isaacson,Eric John",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,702,MUS-K 702,18245,DOCTORAL COMPOSITION DOC 1,"Isaacson,Eric John",1,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,703,MUS-K 703,19412,DOCTORAL COMPOSITION DOC 2,"Isaacson,Eric John",0,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,703,MUS-K 703,18246,DOCTORAL COMPOSITION DOC 2,"Isaacson,Eric John",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,710,MUS-K 710,19413,COMPOSITION GRADUATE ELECTIVE,"Dzubay,David",4,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,710,MUS-K 710,18247,COMPOSITION GRADUATE ELECTIVE,"Dzubay,David",1,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,810,MUS-K 810,19415,COMPOSITION GRADUATE MINOR,"Phan,Phuc Q.",2,2,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,810,MUS-K 810,18249,COMPOSITION GRADUATE MINOR,"Phan,Phuc Q.",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,810,MUS-K 810,33194,COMPOSITION GRADUATE MINOR,"Sandstrom,Sven-David",1,1,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,22998,COMPOSITION GRADUATE MAJORS,"Baker Jr,W. Claude",5,9,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,18254,COMPOSITION GRADUATE MAJORS,"Baker Jr,W. Claude",7,7,4,3.936,100,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,19418,COMPOSITION GRADUATE MAJORS,"Dzubay,David",3,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,18258,COMPOSITION GRADUATE MAJORS,"Dzubay,David",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,18256,COMPOSITION GRADUATE MAJORS,"Freund,Don",9,9,4,3.907,100,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,19419,COMPOSITION GRADUATE MAJORS,"Phan,Phuc Q.",5,6,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,18255,COMPOSITION GRADUATE MAJORS,"Phan,Phuc Q.",2,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,19417,COMPOSITION GRADUATE MAJORS,"Richards,Gwyn",0,8,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,33195,COMPOSITION GRADUATE MAJORS,"Sandstrom,Sven-David",5,5,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,25435,COMPOSITION GRADUATE MAJORS,"Travers,Aaron James",3,3,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-K ,910,MUS-K 910,18257,COMPOSITION GRADUATE MAJORS,"Travers,Aaron James",7,7,3.814,3.906,100,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-L ,100,MUS-L 100,19421,GUITAR ELECT/SECONDARY,"Jankovic,Petar S",4,4,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/18/2013
Spring 2012,4122,1,Regular Academic Session,MUS,MUS-L ,100,MUS-L 100,18259,GUITAR ELECT/SECONDARY,"Jankovic,Petar S",6,9,4,3.472,100,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,6/8/2012
Fall 2012,4128,1,Regular Academic Session,MUS,MUS-L ,101,MUS-L 101,19422,BEGINNING GUITAR CLASS,"Jankovic,Petar S",8,12,3.963,3.015,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1/18/2013
