,days_since_install,gross_rev_move
321,321,0.0145386818925
322,322,0.0145386818925
323,323,0.0145386818925
324,324,0.0145386818925
325,325,0.0145386818925
326,326,0.0145386818925
327,327,0.0126451309307
328,328,0.0126451309307
329,329,0.0126451309307
330,330,0.0126451309307
331,331,0.0126451309307
332,332,0.0126451309307
333,333,0.0126451309307
334,334,0.0126451309307
335,335,0.0126451309307
336,336,0.0126451309307
337,337,0.0126451309307
338,338,0.0126451309307
339,339,0.0126451309307
340,340,0.0126451309307
341,341,0.0126451309307
342,342,0.0126451309307
343,343,0.0126451309307
344,344,0.0126451309307
345,345,0.0126451309307
346,346,0.0126451309307
347,347,0.0126451309307
348,348,0.0126451309307
349,349,0.0126451309307
350,350,0.0126451309307
351,351,0.0126451309307
352,352,0.0126451309307
353,353,0.0126451309307
354,354,0.0126451309307
355,355,0.0126451309307
356,356,0.0126451309307
357,357,0.0126451309307
358,358,0.0141681702136
359,359,0.0141681702136
360,360,0.0141681702136
361,361,0.0141681702136
362,362,0.0141681702136
363,363,0.0141681702136
364,364,0.0141681702136
365,365,0.0141681702136
366,366,0.0141681702136
